Enseigne;sycron;anabel;adresse;cp;villes;telephone;serveur;caisse;Type caisse;Msge;NCR;DN;Trt sco
CITY\3356 LA BAULE LAJARRIGE;3356;228;48 Avenue Louis Lajarrige;44500;LA BAULE;;LV3;03K_WI2;S2;#REF!;;;
CITY\3357 WASQUEHAL FLANDRES;3357;222;94 AVENUE DE FLANDRES;59290;WASQUEHAL;33320804803;LV3;02K_WI2;S2;#REF!;;;
CITY\3361 ANGOULEME GOSCINNY;3361;232;10 Rue Rene Goscinny;16000;ANGOULEME;33545953560;LV1;03K_WI2;S2;#REF!;;;
CITY\3362 BORDEAUX MARNE;3362;;53 bis Cours de la Marne;33000;BORDEAUX;33557915903;LV3;03K_WI2;S2;#REF!;;;
CITY\3363 POITIERS DE GAULLE;3363;;11 PLACE CHARLES DE GAULLE;86000;POITIERS;33549387639;LV1;03K_WI2;S2;#REF!;;;
CITY\3371 LEVALLOIS VILLIERS;3371;;22 Rue de Villiers;92300;LEVALLOIS PERRET;33147579508;LV3;05K_WI2;S2;#REF!;;;
CITY\3372 PARIS NIVERT;3372;;100 Rue de la Croix Nivert;75015;PARIS;33156360189;LV3;03K_WI2_4SCO-DN;S2;#REF!;;DN;DN
CITY\3373 PARIS PONTHIEU;3373;;35 RUE DE PONTHIEU;75008;PARIS;33145614589;LV3;03K_WI2;S2;#REF!;;;
CITY\3387 BREST PROVENCE;3387;;AVENUE DE PROVENCE;29200;BREST;33298431278;LV2;02K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3389 MONTPELLIER SAINT LOUIS 16;3389;;16 RUE SAINT LOUIS;34000;MONTPELLIER;33467920334;LV2;03K_WI2;S2;#REF!;;;
CITY\3392 PARIS FESSART 63;3392;;63 RUE FESSART;75019;PARIS;33142028822;LV2;03K_WI2;S2;#REF!;;;
CITY\3396 GRENOBLE VIALLET;3396;;2 AVENUE FELIX VIALLET;38000;GRENOBLE;33476853449;LV2;03K_WI2;S2;#REF!;;;
CITY\3401 LYON MERMOZ;3401;;51 AVENUE JEAN MERMOZ;69008;LYON;33478000577;LV1;03K_WI2;S2;#REF!;;;
CITY\3405 NANTES GACHE;3405;;39 BD VINCENT GACHE;44200;NANTES;33240751562;LV4;04K_WI2;S2;#REF!;;;
CITY\3406 PARIS CHAILLOT;3406;;12 RUE CHAILLOT ;75016;PARIS;33145636732;LV2;02K_WI2_4SCO-DN;S2;#REF!;;DN;DN
CITY\3407 SAINT QUENTIN HENRI MARTIN;3407;;36 BOULEVARD HENRI-MARTIN;2100;SAINT QUENTIN;33323679170;LV2;02K_WI2;S2;#REF!;;;
CITY\3411 BORDEAUX LESCURE;3411;;2 Avenue du Parc de Lescure;33000;BORDEAUX;33556966439;LV2;03K_WI2;S2;#REF!;;;
CITY\3414 BORDEAUX SOURDIS;3414;;65 Rue Francois de Sourdis;33000;BORDEAUX;33556697643;LV1;03K_WI2;S2;#REF!;;;
CITY\3415 BORDEAUX TOULOUSE;3415;2237;19 Route de Toulouse;33800;BORDEAUX;33535544029;LV2;03K_WI2;S2;#REF!;;;
CITY\3424 CESSON SEVIGNE;3424;;47 bis Rue de Rennes;35510;CESSON SEVIGNE;33299016296;LV2;03K_WI2;S2;#REF!;;;
CITY\3431 TOULOUSE BLAGNAC;3431;;102 Route de Blagnac;31200;TOULOUSE;33561149192;LV2;04K_WI2;S2;#REF!;;;
CITY\3434 PARIS CONVENTION;3434;;122 RUE DE LA CONVENTION;75015;PARIS;33140601140;LV2;04K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3435 PARIS ARDENNES 7;3435;3625;7 rue des Ardennes;75019;PARIS;33142493845;LV2;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3436 ORLY ONE ROOF;3436;;Orly T3 - Niveau 0;94390;ORLY;33174220008;LV1;03K_WI2;S2;#REF!;;;
CITY\3438 LE HAVRE GENESTAL;3438;2427;7 Rue Genestal;76600;LE HAVRE;33235548673;LV2;03K_WI2;S2;#REF!;;;
CITY\3444 CANNES JAURES;3444;;11 RUE JEAN JAURES;6400;CANNES;33493302506;LV2;04K_WI2;S2;#REF!;;;
CITY\3449 SAINT CYPRIEN PLAGE;3449;;22 CAMI DE LA MAR;66750;SAINT CYPRIEN;33468546704;LV3;04K_WI2;S2;#REF!;;;
CITY\3452 TOULOUSE PUJOL;3452;;68 AVENUE CAMILLE PUJOL;31000;TOULOUSE;33562523748;LV2;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3458 CHESSY ARIANE;3458;3609;12-14 rue d'Ariane;77700;CHESSY;33164639633;LV1;03K_WI2;S2;#REF!;;;
CITY\3468 BORDEAUX SAINT PROJET;3468;;6 Place St Projet;33000;BORDEAUX;;LV2;03K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3469 BORDEAUX SOMME;3469;;311 Cours de la Somme;33800;BORDEAUX;;LV3;03K_WI2;S2;#REF!;;;
CITY\3475 MONTPELLIER SOULAS;3475;;1218 Avenue du Père Soulas;34000;MONTPELLIER;33499665404;LV2;02K_WI2;S2;#REF!;;;
CITY\3479 NARBONNE SEMARD;3479;3578;1, AVENUE PIERRE SEMARD;11100;NARBONNE;33468905775;LV2;02K_WI2;S2;#REF!;;;
CITY\3492 PERONNE;3492;;2 Rue Saint Sauveur;80200;PERONNE;33322869144;LV3;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3493 ROUEN GRAND PONT;3493;3554;24 Rue Grand Pont;76000;ROUEN;33232837429;LV2;02K_WI2;S2;#REF!;;;
CITY\3499 BRUGES;3499;;36 Rue Pierre Andron;33520;BRUGES;;LV2;03K_WI2;S2;#REF!;;;
CITY\3504 STRASBOURG NOVEMBRE;3504;;19 Rue du 22 Novembre;67000;STRASBOURG;;LV2;03K_WI2;S2;#REF!;;;
CITY\3508 HARDELOT;3508;3601;435 AVENUE FRANCOIS 1ER;62152;HARDELOT;;LV2;03K_WI2;S2;#REF!;;;
CITY\3510 TOURS LA FUYE;3510;3603;118 RUE DE LA FUYE ;37000;TOURS;;LV2;03K_WI2;S2;#REF!;;;
CITY\3511 TOURS PAS NOTRE DAME;3511;3591;171-177  Rue du Pas Notre-Dame;37000;TOURS;33247443404;LV1;03K_WI2;S2;#REF!;;;
CITY\3515 ROUEN CAEN;3515;35555;69-71 Avenue de Caen;76000;ROUEN;33235981949;LV2;04K_WI2;S2;#REF!;;;
CITY\3518 VILLIERS LENOIR;3518;3618;6 rue Lenoir;94350;VILLIERS SUR MARNE;;LV2;04K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3534 BORDEAUX ALLAMANDIERS;3534;3651;12/14 Rue des Allamandiers;33000;Bordeaux;33556917492;LV2;03K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3537 PARIS DOLET;3537;4049;13-17 RUE ETIENNE DOLET;75020;PARIS;33143611021;LV1;03K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3538 VINCENNES MASSUE;3538;3753;31 RUE DE MASSUE;94300;VINCENNES;;LV2;03K_WI2;S2;#REF!;;;
CITY\3539 PARIS CITEAUX 34;3539;4048;34 RUE CITEAUX;75011;PARIS;;LV2;02K_WI2;S2;#REF!;;;
CITY\3542 PARIS SAINT MARTIN 17;3542;3738;17 boulevard SAINT MARTIN;75004;PARIS;33984516746;LV2;02K_WI2;S2;#REF!;;;
CITY\3544 PARIS CHATEAUDUN;3544;3691;19 RUE CHATEAUDUN;75009;PARIS;;LV2;03K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3545 PARIS RIVOLI;3545;3737;34 RUE DE RIVOLI;75004;PARIS;33983707790;LV2;02K_WI2;S2;#REF!;;;
CITY\3546 PARIS 4 SEPTEMBRE;3546;3734;RUE DU 4 SEPTEMBRE;75002;PARIS;33142368398;LV2;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3551 RENNES CLEMENCEAU;3551;3284;111 B Boulevard G. Clémenceau;35700;RENNES;;LV1;03K_WI2;S2;#REF!;;;
CITY\3560 NANTES ROUTE CARQUEFOU;3560;4142;26 Route de Carquefou;44300;NANTES;;LV1;03K_WI2;S2;#REF!;;;
CITY\3561 BREST VICTOR HUGO;3561;;20 Rue Victor Hugo;29200;BREST;33229620608;LV2;03K_WI2;S2;#REF!;;;
CITY\3563 SEYSSINET;3563;4096;29 BOULEVARD DE L'EUROPE;38170;SEYSSINET-PARISET;33952642464;LV2;02K_WI2;S2;#REF!;;;
CITY\3565 PARIS ST MICHEL 4;3565;4108;4 place st michel;75006;"PARIS					";;LV3;02K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3575 LILLE BELFORT PORTE DE VALENCIENNES;3575;4060;"5 Boulevard de Belfort				";59000;LILLE;;LV3;02K_WI2;S2;#REF!;;;
"CITY\3576 VILLENAVE D'ORNON COURREJEAN			";3576;4037;PLACE DE COURREJEAN;33140;"VILLENAVE D'ORNON				";33556887035;LV3;02K_WI2;S2;#REF!;;;
CITY\3577 BOUSCAT LIBERATION;3577;4058;267 avenue de la libération;33110;"LE BOUSCAT				";;LV2;03K_WI2;S2;#REF!;;;
CITY\3584 BESANCON TRISTANT;3584;4150;1 RUE TRISTANT BERNARD;25000;BESANCON;;LV4;03K_WI2;S2;#REF!;;;
CITY\3585 FORBACH;3585;4078;57 RUE NATIONALE;57600;FORBACH;;LV2;03K_WI2;S2;#REF!;;;
CITY\3587 PARIS VILLA CROIX NIVERT;3587;4071;27 villa croix nivert;75015;PARIS;;LV1;03K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3589 SARREGUEMINES LOUIS PASTEUR;3589;4276;4 rue Louis Pasteur;57200;SARREGUEMINES;;LV1;03K_WI2;S2;#REF!;;;
CITY\3591 METZ SIMPLICE;3591;4118;18 PLACE SIMPLICE;57000;METZ;33387761074;LV2;03K_WI2;S2;#REF!;;;
CITY\3594 SOTTEVILLE;3594;4110;12 Rue Léon Blum;76300;SOTTEVILLE;;LV2;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3595 TOURNEFEUILLE LARDENNE;3595;4076;273 AVENUE DE LARDENNE;31170;TOURNFEUILLE ;33977059349;LV2;03K_WI2;S2;#REF!;;;
CITY\3596 PARIS SAINT ANTOINE 115 117;3596;4147;115-117 rue Saint Antoine;75004;PARIS;;LV3;05K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3600 LORIENT JOFFRE;3600;4083;26 Boulevard du Maréchal Joffre ;56100;LORIENT;;LV4;03K_WI2;S2;#REF!;;;
CITY\3602 LILLE PONT A FOURCHON;3602;4107;187 Rue Pont à Fourchon;59000;"LILLE					";;LV1;02K_WI2;S2;#REF!;;;
CITY\3604 LILLE 1ER VITAE;3604;4173;291 Bld Victor Hugo;59000;LILLE;;LV2;03K_WI2;S2;#REF!;;;
CITY\3607 MERIGNAC ORNANO;3607;4155;7 COURS D'ORNANO;33700;MERIGNAC;;LV4;03K_WI2;S2;#REF!;;;
CITY\3609 PARIS MALTE;3609;4124;48 RUE DE MALTE;75011;PARIS;33147009112;LV2;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3615 TOULOUSE PLANA;3615;4120;17 AVENUE DE LA JUNCASSE RESIDENCE ROSE;31500;TOULOUSE;;LV4;03K_WI2;S2;#REF!;;;
CITY\3619 COUDEKERQUE BRANCHE;3619;4131;77 Boulevard Jean Jaures;59210;COUDEKERQUE BRANCHE;33328282349;LV4;02K_WI2;S2;#REF!;;;
CITY\3621 DUNKERQUE FAIDHERBE;3621;4176;1 Avenue Faidherbe;59140;DUNKERQUE;;LV4;02K_WI2;S2;#REF!;;;
CITY\3626 ECHIROLLES;3626;4167;26A RUE DE NORMANDIE NIEMEN;38130;ECHIROLLES;;LV4;03K_WI2;S2;#REF!;;;
CITY\3627 LYON ALGERIE;3627;4146;23 RUE D'ALGERIE;69001;LYON;;LV4;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3631 BORDEAUX MARTINIQUE;3631;4152;54 COURS DE LA MARTINIQUE;33000;BORDEAUX;;LV4;03K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3632 LA CIOTAT JAURES;3632;4172;17 BLD JEAN JAURES;13600;LA CIOTAT;;LV4;04K_WI2;S2;#REF!;;;
CITY\3634 PERPIGNAN ALBERT;3634;4140;52, avenue Marcelin Albert;66100;PERPIGNAN ;33975781365;LV4;03K_WI2;S2;#REF!;;;
CITY\3638 ST MAUR DES FOSSES BAC;3638;4179;"93 AVENUE DU BAC			";94100;ST MAUR;;LV4;03K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3639 BORDEAUX THIERS;3639;4161;293 AVENUE THIERS;33100;BORDEAUX;;LV4;03K_WI2;S2;#REF!;;;
CITY\3640 L ILE ROUSSE;3640;4800;29 Avenue Paul DOUMER;20220;L'ILE ROUSSE;;LV2;02K_WI2;S2;#REF!;;;
CITY\3642 ROUEN DOCK 76;3642;4185;4-6 Rue de Netien - Halle Agrivin;76000;ROUEN;33235153574;LV4;03K_WI2;S2;#REF!;;;
CITY\3646 LYON MAZARYK;3646;4324;11 RUE MAZARYK;69009;LYON;33472177160;LV4;03K_WI2;S2;#REF!;;;
"CITY\3647 PARIS DELAMBRE				";3647;;29 rue Delambre;75014;PARIS;;LV4;04K_WI2_3SCO-NCR_BENZ;S2;#REF!;NCR;;NCR
CITY\3649 TOURCOING PAPIN;3649;4195;83 Chaussée Denis Papin;59200;TOURCOING;;LV4;02K_WI2;S2;#REF!;;;
CITY\3652 MILLAU MANDAROUS;3652;4274;2 PLACE MANDAROUS;12100;MILLAU;;LV2;03K_WI2;S2;#REF!;;;
CITY\3653 BRIVE MASSENAT;3653;4305;2 RUE DOCTEUR MASSENAT;19100;BRIVE;"+33555243305	";LV4;02K_WI2;S2;#REF!;;;
CITY\3655 VIRE SAULNERIE;3655;4271;19 rue de la saulnerie;14500;VIRE;33231680778;LV2;03K_WM3_L5000-USB;M3;#REF!;;;
CITY\3659 PARIS LAURISTON;3659;4376;75 rue Lauriston;75016;PARIS;;LV2;03K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3663 TOULOUSE MATABIAU;3663;4224;33/35 RUE MATABIAU;31000;TOULOUSE;33561465580;LV4;02K_E61;E61;#REF!;;;
CITY\3664 TOULOUSE METZ;3664;4298;43 RUE DE METZ;31000;TOULOUSE;;LV4;04K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3665 REVEL GALERIE MIDI;3665;4280;"13 GALERIE DU MIDI																																																					";31250;"REVEL									";;LV4;02K_WM3;M3;#REF!;;;
CITY\3667 STRASBOURG DRESDE;3667;4283;8 boulevard de Dresde;67000;STRASBOURG;;LV4;03K_WI2;S2;#REF!;;;
CITY\3669 NANTES YVERNOGEAU;3669;4300;30  Rue Pierre Yvernogeau;44300;NANTES;;LV1;03K_WI2;S2;#REF!;;;
CITY\3677 SUPECO GARDANNE;3677;4295;Avenue des anciens combattants;13120;GARDANNE;;LV4;02K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3678 SUPECO PUGET SUR ARGENS;3678;4287;Les Plaines;83490;PUGET SUR ARGENS;;LV4;04K_WI2;S2;#REF!;;;
CITY\3679 SUPECO MARSEILLE VISTE;3679;2852;65 avenue de la Viste;13015;MARSEILLE;3,30491E+11;LV4;03K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3682 SUPECO RUMILLY;3682;4289;9 rue de Robesson;74150;RUMILLY;;LV4;04K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3683 SUPECO GAP;3683;2724;Rue des mimosas;5000;GAP;33492223187;LV4;03K_WI2;S2;#REF!;;;
CITY\3684 SUPECO MARSEILLE CONSOLATION;3684;1771;909 rue Albert Einstein ;13013;MARSEILLE;;LV4;04K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3687 CASTELNAU LE LEZ;3687;7083;5 PLACE CHARLES DE GAULLE;4375;CASTELNAU LE LEZ;33499245213;LV4;03K_WI2;S2;#REF!;;;
CITY\3688 COLMAR BOULANGERS;3688;4358;12 RUE DES BOULANGERS;68000;COLMAR;;LV4;02K_WI2;S2;#REF!;;;
CITY\3689 BELFORT ANCETRES;3689;4434;11 Faubourg des Ancêtres;90000;BELFORT;;LV4;02K_E61;E61;#REF!;;;
CITY\3691 LYON REPUBLIQUE;3691;4323;17 RUE DE LA REPUBLIQUE;69002;LYON;;LV4;03K_WI2;S2;#REF!;;;
CITY\3692 PARIS BEAUMARCHAIS;3692;4372;5 bd beaumarchais;75004;PARIS;;LV4;02K_E61_1SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3695 TOULOUSE ROUTE D ALBI;3695;4308;102 ROUTE D ALBI;31200;TOULOUSE;;LV2;02K_WI2;S2;#REF!;;;
CITY\3698 PARIS SAINT HONORE 204;3698;4356;204-210 rue du fbg st honore;75008;PARIS;;LV2;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3699 PARIS VOLTAIRE 189;3699;4353;189 bd voltaire;75011;PARIS;;LV2;02K_WI2;S2;#REF!;;;
CITY\3700 LE CHESNAY VERSAILLES;3700;4361;26 RUE DE VERSAILLES ;78150; LE CHESNAY;;LV4;03K_WI2;S2;#REF!;;;
CITY\3701 CLAMART BIEVRES;3701;4366;4 rue de Bievres;92140;CLAMART;;LV4;02K_WI2;S2;#REF!;;;
CITY\3703 LE VESINET SULLY;3703;4355;2-6 rue de Sully;78110;LE VESINET;;LV4;02K_WI2;S2;#REF!;;;
CITY\3704 TOULOUSE PAUL VIDAL;3704;4332;17 Rue Paul Vidal;31000;TOULOUSE ;;LV4;03K_WI2;S2;#REF!;;;
CITY\3705 TOULOUSE REMUSAT;3705;4360;1 RUE CHARLES DE REMUSAT ;31000;TOULOUSE;;LV4;03K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3706 SUPECO ROANNE;3706;4339;45 RUE GAMBETTA;12300;DECAZEVILLE;04 77 69 89 88;LV4;04K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3707 ROUEN CARMES;3707;4360;46 Place des Carmes;76000;ROUEN;;LV4;02K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3708 LILLE MONNAIE;3708;4371;35 Rue de la Monnaie;59000;LILLE;;LV2;02K_WI2_3SCO-NCR;S2;#REF!;NCR;;NCR
CITY\3709 LILLE ESQUERMOISE;3709;4370;57-61 Rue Esquermoise;59000;LILLE;;LV2;02K_WI2_3SCO-NCR_Nocturne;S2;#REF!;NCR;;NCR
CITY\3711 ANTIBES SOLEAU;3711;4330;AVENUE ROBERT SOLEAU;6600;ANTIBES;;LV4;03K_WI2;S2;#REF!;;;
CITY\3712 MARSEILLE BRETEUIL;3712;4331;43 RUE BRETEUIL;13006;MARSEILLE;;LV4;03K_WI2;S2;#REF!;;;
CITY\3717 BAYONNE VICTOR HUGO;3717;4373;15/17 RUE VICTOR HUGO;64100;BAYONNE;;LV4;03K_WI2;S2;#REF!;;;
CITY\3718 ARRAS;3718;4383;1 rue Bernard;62000;ARRAS;;LV4;04K_WI2;S2;#REF!;;;
CITY\3719 CHAMBERY JAURES;3719;4376;25 - 27 AVENUE JEAN JAURES;73000;CHAMBERY;;LV4;03K_WI2;S2;#REF!;;;
CITY\3720 FORMATION SUD OUEST;3720;9980;22 rue Pasteur;31700;BLAGNAC;;KO;03K_E61;E61;#REF!;;;
CITY\3721 ALES BARBUSSE;3721;4450;20 PLACE HENRI BARBUSSE;30100;ALES;;LV4;03K_E61;E61;#REF!;;;
CITY\3722 NIMES LEVI STRAUSS;3722;4449;9, place levi strauss;30000;NIMES;;LV4;02K_E61;E61;#REF!;;;
CITY\3724 MARSEILLE ROUX;3724;4442;67 BD DE ROUX;13004;MARSEILLE;;LV4;03K_E61;E61;#REF!;;;
CITY\3726 CORBAS;3726;4422;32 Av. de Cirbetta;69960;CORBAS;;LV4;04K_WI2;S2;#REF!;;;
"CITY\3727 PARIS CARDINET				";3727;4445;"107 rue cardinet									";75017;PARIS;;LV4;03K_WI2;S2;#REF!;;;
CITY\3729 VANVES MARCHERON;3729;4440;18 rue Raymond Marcheron;92170;VANVES;;LV4;03K_WI2;S2;#REF!;;;
CITY\3731 PARIS CRIMEE 96;3731;4684;96 rue Crimée;75019;PARIS;;LV4;02K_E61_1SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3737 AIX LESSEPS;3737;4379;215 BOULEVARD FERDINAND DE LESSEPS;13100;AIX EN PROVENCE;;LV4;03K_E61;E61;#REF!;;;
CITY\3739 TOULOUSE MAURICE SARRAUT;3739;4447;82 ALLEE MAURICE SARRAUT;31300;TOULOUSE;;LV4;02K_E61_2SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3742 CAEN DETOLLE;3742;4448;43 BOULEVARD DETOLLE;14000;CAEN;;LV4;03K_E61;E61;#REF!;;;
CITY\3744 BAYONNE MARINES;3744;4477;25-27 allées Marines;64100;BAYONNE;33559457032;LV4;03K_E61;E61;#REF!;;;
CITY\3745 AMIENS SAINT QUENTIN;3745;4569;"316 Bld de St Quentin		";80000;AMIENS;;LV4;02K_E61_2SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3748 AJACCIO FRANCHINI;3748;4424;AVENUE DOCTEUR FRANCHINI;20090;AJACCIO;;LV4;03K_WI2;S2;#REF!;;;
CITY\3750 LONS LE SAUNIER;3750;4451;6 RUE DES SALINES;39000;LONS LE SAUNIER;;LV4;03K_E61;E61;#REF!;;;
CITY\3752 DIJON CHARLES DUMONT;3752;4690;54 rue Charles Dumont;21000;DIJON;;LV4;03K_E61;E61;#REF!;;;
CITY\3754 SARREBOURG GRANDE RUE;3754;4673;41 Grande Rue;57400;SARREBOURG;;LV4;03K_E61;E61;#REF!;;;
CITY\3759 LE HAVRE JOLIOT CURIE;3759;4682;150 RUE  JOLIOT CURIE;76600;LE HAVRE;33277774074;LV4;02K_E61;E61;#REF!;;;
CITY\3760 TOURCOING LEFRANCOIS;3760;4581;4 Avenue Pierre Lefrançois;59200;TOURCOING;33359716015;LV4;03K_E61;E61;#REF!;;;
CITY\3768 VALENCIENNES DENAIN;3768;4759;49-51 avenue de Denain;59300;VALENCIENNES;;LV4;02K_E61;E61;#REF!;;;
CITY\3769 NOEUX LES MINES;3769;4680;161 Rue Nationale;62290;NOEUX LES MINES;;LV4;02K_E61;E61;#REF!;;;
CITY\3773 AUCAMVILLE FRONTON;3773;4582;71-73 ROUTE DE FRONTON;31140;AUCAMVILLE;;LV4;03K_E61_2SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3774 TOULOUSE RECOLLETS;3774;4584;11 BLD DES RECOLLETS;31400;TOULOUSE;;LV4;03K_E61_2SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3778 REIMS;3778;4617;2 rue Jean Darvot;51100;REIMS;;LV4;05K_E61_3SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3779 SUPECO RONCQ;3779;4620;595 rue de Lille;59223;RONCQ;;LV4;04K_E61;E61;#REF!;;;
CITY\3780 SUPECO VERDUN;3780;4616;14 Avenue de Metz;55000;VERDUN;;LV4;03K_E61;E61;#REF!;;;
CITY\3781 SUPECO CHENOVE;3781;4402;123 Rue Jean Moulin;21300;CHENOVE;;LV4;04K_E61_3SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3782 FIGEAC CARMES;3782;4700;1 AVENUE DES CARMES;46100;FIGEAC;;LV4;02K_E61;E61;#REF!;;;
CITY\3783 LE CREUSOT;3783;4619;1 rue Chanzy;71200;LE CREUSOT;;LV4;03K_E61;E61;#REF!;;;
CITY\3784 CONFLANS BERTEAUX;3784;4662;27 RUE MAURICE BERTEAUX;78700;CONFLANS SAINT HONORINE ;;LV4;03K_E61_2SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3790 VALENCE LIBERATION;3790;4686;8 AVENUE DE LA LIBERATION;26000;VALENCE;;LV4;03K_E61;E61;#REF!;;;
CITY\3791 VITROLLES;3791;4637;2 AVENUE DE LA PETITE MER;13127;VITROLLES;;LV4;03K_E61;E61;#REF!;;;
CITY\3792 NANTES PAUL BELLAMY;3792;4647;84 RUE PAUL BELLAMY;44000;NANTES;;LV4;04K_E61_1SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3794 BORDEAUX TIVOLI;3794;4583;63 RUE DE TIVOLI;33000;BORDEAUX;;LV4;03K_E61;E61;#REF!;;;
CITY\3796 AMIENS GOBLET;3796;4685;43 Place René Goblet;80000;AMIENS;;LV4;03K_E61;E61;#REF!;;;
CITY\3797 ROUEN CAUCHOISE;3797;4689;87 Bld des Belges;76000;ROUEN;;LV4;02K_E61;E61;#REF!;;;
CITY\3801 SUPECO MONT SAINT MARTIN;3801;4415;ZAC DU PARC INTERNATIONAL D’ACTIVITES DES TROIS FRONTIERES;54350;MONT SAINT MARTIN;;LV4;03K_E61;E61;#REF!;;;
CITY\3802 SAINT AVOLD;3802;4663;Lotiss. Cial de l'Agora, 3 Route nationale;57500;SAINT AVOLD;;LV4;03K_E61;E61;#REF!;;;
CITY\3803 PARIS PEPINIERE;3803;4672;6 rue de la pepiniere;75008;PARIS;;LV4;04K_E61;E61;#REF!;;;
CITY\3804 PARIS DUBAN;3804;4670;12 rue duban;75016;PARIS;;LV4;04K_E61;E61;#REF!;;;
CITY\3805 TOULOUSE CARTOUCHERIE;3805;4688;5 RUE THOMAS DUPUY ZAC CARTOUCHERIE;31300;TOULOUSE;33561315591;LV4;04K_E61_6SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3807 SUPECO LOUVIERS;3807;4705;15 avenue Winston Churchill;27400;LOUVIERS;;LV4;04K_E61;E61;#REF!;;;
CITY\3809 CHAMALIERES;3809;4988;41 AVENUE DE ROYAT;63400;CHAMALIERES;;LV4;03K_WM3;M3;#REF!;;;
CITY\3810 VENISSIEUX;3810;4727;4 BVD MARCEL SEMBAT;69200;VENISSIEUX;;LV4;03K_WM3;M3;#REF!;;;
CITY\3811 PARIS CHARONNE 149;3811;4692;149 RUE DE CHARONNE;75011;PARIS;;LV4;03K_E61;E61;#REF!;;;
CITY\3814 CAUDDEBEC LES ELBEUF;3814;4726;163 RUE DE LE REPUBLIQUE;76320;CAUDEBEC LES ELBEUF;;LV4;03K_E61;E61;#REF!;;;
CITY\3815 POITIERS CORDELIERS;3815;4725;18 RUE DES CORDELIERS;86000;POITIERS;;KO;KO;KO;#REF!;;;
CITY\3817 PARIS SOUFFLOT;3817;4697;18 rue de soufflot;75005;PARIS;;LV4;03K_E61_2SCO-NCR_BENZ;E61;#REF!;NCR;;NCR
CITY\3819 BOURGOIN JALLIEU RIVET;3819;4719;3 avenue du Rivet;38300;BOURGOIN JALLIEU ;;LV4;04K_E61;E61;#REF!;;;
CITY\3820 LE VERNET LAURAGAIS;3820;4703;2 AV. DU LAURAGAIS ;31810;LE VERNET;;LV4;02K_E61_2SCO-NCR;E61;#REF!;NCR;;NCR
CITY\3821 MONTPELLIER COMEDIE;3821;7231;82 ALLEE JULES MILHAU;4825;MONTPELLIER;;LV4;02K_E61;E61;#REF!;;;
CITY\3824 CHALON SUR SAONE REPUBLIQUE;3824;4773;15 Boulevard de la République;71100;CHALON SUR SAONE;;LV4;02K_E61;E61;#REF!;;;
CITY\3828 CREUTZWALD GARE 34;3828;4780;34 Rue de la Gare;57150;CREUTZWALD;;LV4;02K_E61;E61;#REF!;;;
